Code,Description,Manufacturer,Official_Severity,Color_Raw,Operator_Action,Product_Type,Occurrences_2025,Containers_Affected,Containers_With_True_Failure,Empirical_Failure_Rate,Recommendation
P00143,Check Clutch Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00144,Check UL1 Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
CRR_053,Check 2HTCON2 Relay Coil,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00145,Check Speed Sol Circ,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00146,C2 Check Heater 1 Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
CRR_054,Check 3HTCON1 Relay Coil,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00147,C2 Check Heater 2 Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
CRR_055,Check 3HTCON2 Relay Coil,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00148,Check SV1 Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00149,Check SV3 Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
CRR_056,Check 2LSV Circuit,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00150,Check SV4 Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
CRR_057,Check 3LSV Circuit,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00151,Check Eng Preheat Enable Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
CRR_058,Check 1EVCON Relay Coil,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00152,Check Fuel Solenoid Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
CRR_059,Check 2EVCON Relay Coil,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00153,Check Return Air Sensor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
CRR_060,Check 3EVCON Relay Coil,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00154,Check Supply Air Sensor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00155,Check Coolant Temp Sensor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
CRR_061,Check Bypass Circuit,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
CRR_062,Check Economizer Circuit,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00156,Check Bypass Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
CRR_063,Check LIV Circuit,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00157,Check Battery Current,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
CRR_064,Check DCR2 Circuit,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00158,Check Ambient Air Sensor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
CRR_065,Check Damper Motor Circuit,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00159,Check Defrost Term 1 Sensor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00160,Check Disch Temp Sensor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
CRR_066,Check Damper Motor Sensor (Small Motor),Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00161,Check Suction Temp Sensor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
CRR_067,Check Ambient Air Sensor,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00162,Check AFA Solenoid Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00163,C3 Check Heater 1 Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00213,Check Damper CR2 Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00164,Check UL2 Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00214,Check Damper CR1 Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00165,Can Not Pump Down,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00215,Check Damper – Not Open,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00166,C2 Chk Supply Air Sensor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00216,Check Damper Not Closing,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00167,C3 Check Heater 2 Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00168,C2 Check LSV Valve,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
223,Engine Maintenance Due,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00169,Check Economizer Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
224,Standby Maintenance Due,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00170,Check LIV Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
225,General Maintenance Due,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00171,System Not Equalized,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
226,Service Soon PM 1 Due,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00172,Check Bypass,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
227,Service Soon PM 2 Due,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00173,Check Economizer,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
228,Service Soon PM 3 Due,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00174,Check Low Speed RPM,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00175,Check High Speed RPM,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
230,Service Soon PM 5 Due,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00176,C3 Check LSV Valve,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00177,Check Evap Superheat,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
232,Setpoint Error,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00178,Check UL1,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
233,Model # Error,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00179,Check LIV,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
237,Function Parameter Error,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00180,Check Suction Mod Valve,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
238,Configurations Error,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00181,Check SV4 Valve,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
242,Dis Press Calibrate Error,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00182,Check SV1 Valve,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
243,Suct/Evap Calibrate Error,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00183,Check SV3 Valve,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
244,Econo Calibrate Error,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00184,C2 Check Evap Fan Motor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
245,Can Not Save Setting,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00185,C3 Check Evap Fan Motor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
246,EEPROM Write Failure,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00186,Check Evap Outlet Temp,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
248,Config Mode / HP2 Error,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00187,Check Heater 1 Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
255,Microprocessor Error,Carrier,Yellow,check,"Reset*, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00188,Check Heater 2 Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00189,Check Evap Fan Motor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00190,Check Condenser Fan Motor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
2000,Update Software,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
2001,Rear Panel Shutdown Requested,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00191,Check UL2,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00192,Check SV2 Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
2002,Low Discharge Superheat,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00194,High Suction Pressure,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
2003,Display Module Error,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00195,Low Suction Pressure,Carrier,Red,take action,Report and repair immediately,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
2004,Out of Range High,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00196,High Discharge Pressure,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
2005,Coil Over Temp,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00197,Check Clutch,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00198,Low Discharge Pressure,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
3000,Motor Overload 1,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00199,C2 Chk Return Air Sensor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00200,Check UL1 Cylinders,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
3002,Check Clutch Slip,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00201,Check UL2 Cylinders,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00202,High Side Leak,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
4000,Check Remote Switch 3,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00203,Check Discharge Check Valve,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
4001,Check Remote Switch 4,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00204,Low Suction Pressure,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00205,Check Defrost Term 2 Sensor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
4003,DC Battery Over Current,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
4004,No Setpoint Change,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00206,Check Condenser Fan Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
4005,No Setpoint Change C2,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
4006,No Setpoint Change C3,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00207,Check Comp Contact Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
4007,Not Configured for C2,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
4008,Not Configured for C3,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00208,Check Generator Cont Circ,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
4016,Check EES Configuration,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00209,Check Standby Cont Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
5002,Fuel Pump Relay,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00210,C3 Chk Return Air Sensor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
5003,Diesel / Electric Relay,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P00211,C2 Check Defrost Sensor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
5004,Bad F13 Fuse,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P00212,C3 Check Defrost Sensor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
5005,Bad F9 Fuse,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P14001,C2 Chk Evap2 Superheat,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
5006,Bad F5 Fuse,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P14002,C3 Chk Evap1 Superheat,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
5007,Bad F3 Fuse,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P14003,C3 Chk Evap2 Superheat,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
5008,Bad F10 Fuse,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
P17000,Check EES Air Control Valve,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
P17001,Check EES Fueling System,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
5011,Check High Speed Control Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
5012,Check ENSCU Power Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
20100,No Comm From Micro to Display,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
5013,Check Clutch Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
20101,No Comm From Micro to Remote Display,Carrier,Yellow,check,Report and repair immeditely.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
5015,Check Hot Gas Valve Circuit,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
21100,No Comm From Any Board to Main Micro,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
5016,Check Remote Amber Light,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
22100,No Comm From Micro to INPBD1,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
5017,Check Eng Preheat Enable Circuit,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
5018,Check Power Enable Control,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
22102,Sensor Input Voltage High INP1,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
5019,Check CDCON Relay Coil Two,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
22103,Input Lost Configuration,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
5020,Check Htr Cntr One,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
23100,No Comm From Micro to Outbd1,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
5022,C2 Check High Temp Thermostat,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
5023,C3 Check High Temp Thermostat,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
24100,No Comm From Micro to CCB1,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
5024,Check Standby Contactor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
5025,Check Standby Contactor,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
24101,Sensor Input Voltage Low CCB1,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
5026,Check AC and Phase,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
5027,Generator Overheat,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
24102,Sensor Input Voltage High CCB1,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
24200,No Comm From Micro to CCB2,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
6000,Cond. Motor 2 Overheated,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
6001,Check Light Bar,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
24201,Sensor Input Voltage Low CCB2,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
6002,Compressor Protect Mode,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
24202,Sensor Input Voltage High CCB2,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
7000,Economizer Temp Sensor,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
7001,Economizer Press Sensor,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
24300,No Comm From Micro to CCB3,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
7002,C3 Chk Supply Air Sensor,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
24301,Sensor Input Voltage Low CCB3,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
7003,C2 Chk Evap Temp Sensor,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
7004,C3 Chk Supply Air Sensor,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
24302,Sensor Input Voltage High CCB3,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
7006,Suction Pressure Sensor,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
7007,Compressor AC Current,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
24400,No Comm From Micro to CCB4,Carrier,Red,take action,Report and repair immediately.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: immediate service required.
7008,Check Redundant RAT Sensor,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
24401,Sensor Input Voltage Low CCB4,Carrier,Yellow,check,Check and repair at end of trip.,Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
7009,RAT Temp Sensor Out of Range,Carrier,Yellow,check,"Reset, report reactivation.",Carrier APX,0,0,0,,Not observed in 2025. Per Carrier manual: monitor and report.
